name,latitude,longitude
Tiarat,35.3804,1.3200
Aïn Defla,36.2641,1.9679
Tipasa,36.5897,2.4475
Blida,36.4203,2.8300
Béchar,31.6111,-2.2300
Ghardaia,32.4900,3.6700
El Bayadh,33.6904,1.0100
Naama,33.2667,-0.3167
Adrar,27.8700,-0.2900
El Goléa,30.5666,2.8833
In Amguel,23.6939,5.1647
Tamanrasset,22.7850,5.5228
Reggane,26.7000,0.1666
I-n-Salah,27.2166,2.4666
Tindouf,27.6742,-8.1478
Timimoun,29.2365,0.2700
Médéa,36.2704,2.7700
Boumerdes,36.7590,3.4748
Béjaïa,36.7604,5.0700
Bouïra,36.3805,3.9000
Tizi-Ouzou,36.8000,4.0333
Bordj Bou Arréridj,36.0590,4.6300
M'sila,35.7000,4.5450
Biskra,34.8600,5.7300
Batna,35.5700,6.1700
Guelma,36.4660,7.4280
Skikda,36.8804,6.9000
Jijel,36.8220,5.7660
Constantine,36.3600,6.5999
Sétif,36.1800,5.4000
Sefra,32.7604,-0.5799
Abadla,31.0171,-2.7333
El Tarf,36.7672,8.3138
Oum el Bouaghi,35.8500,7.1500
Mila,36.4503,6.2644
Tébessa,35.4104,8.1200
Khenchela,35.4358,7.1433
Souk Ahras,36.2904,7.9500
Aïn Temouchent,35.2975,-1.1404
Valdez,1.2671,-78.9855
Piñas,-3.6700,-79.6500
Alausí,-2.1900,-78.8500
Yaupi,-2.8543,-77.9363
Quito,-0.2150,-78.5001
San Gabriel,0.6100,-77.8400
Jipijapa,-1.3496,-80.5800
Santa Cruz,-0.5333,-90.3500
Puerto Villamil,-0.9333,-91.0167
Cayambe,0.0504,-78.1600
Salinas,-2.2000,-80.9800
San Lorenzo,1.2704,-78.8601
Milagro,-2.1796,-79.6000
Muisne,0.6100,-80.0200
Zamora,-4.0696,-78.9700
Nueva Loja,0.0906,-76.8884
Manta,-0.9800,-80.7300
Chone,-0.6896,-80.0900
Sangolquí,-0.3100,-78.4600
Macará,-4.3796,-79.9500
Guayaquil,-2.2200,-79.9200
Ibarra,0.3604,-78.1300
Loja,-3.9900,-79.2100
Babahoyo,-1.7996,-79.5400
Portoviejo,-1.0600,-80.4600
Macas,-2.3096,-78.1200
Puyo,-1.4830,-77.9870
Ambato,-1.2696,-78.6200
Tena,-0.9796,-77.8100
Puerto Francisco de Orellana,-0.4664,-76.9872
Santo Domingo de los Colorados,-0.2530,-79.1754
Santa Elena,-2.2262,-80.8587
Puerto Baquerizo Moreno,-0.9000,-89.6000
Cuenca,-2.9000,-79.0000
Guaranda,-1.6100,-79.0100
Azogues,-2.7400,-78.8400
Tulcán,0.8220,-77.7320
Riobamba,-1.6700,-78.6500
Latacunga,-0.9296,-78.6100
Machala,-3.2600,-79.9600
Esmeraldas,0.9304,-79.6700
Valga,57.7744,26.0453
Viljandi,58.3639,25.5900
Tallinn,59.4339,24.7280
Kärdla,58.9978,22.7492
Rakvere,59.3464,26.3558
Pärnu,58.3747,24.5136
Paide,58.8856,25.5572
Jõgeva,58.7467,26.3939
Põlva,58.0603,27.0694
Tartu,58.3839,26.7099
Rapla,59.0072,24.7928
Kuressaare,58.2481,22.5039
Jõhvi,59.3592,27.4211
Võru,57.8339,27.0194
Haapsalu,58.9431,23.5414
Kohtla-Järve,59.4000,27.2833
Narva,59.3776,28.1603
Berenice,23.9460,35.4842
Beni Mazar,28.4904,30.8100
Samalut,28.3004,30.7100
El Mansura,31.0504,31.3800
Mallawi,27.7304,30.8400
El Minya,28.0900,30.7500
Siwa,29.2000,25.5167
Matruh,31.3504,27.2300
Qena,26.1505,32.7200
Salum,31.5670,25.1500
El Daba,31.0338,28.4333
El Faiyum,29.3100,30.8400
Asyut,27.1900,31.1799
Bur Safaga,26.7337,33.9333
El Alamein,30.8171,28.9500
Kom Ombo,24.4700,32.9500
El Giza,30.0100,31.1900
Isna,25.2904,32.5499
El Kharga,25.4400,30.5500
Qasr Farafra,27.0671,27.9666
Girga,26.3304,31.8800
El Qasr,25.7004,28.8833
Hurghada,27.2300,33.8300
Sohag,26.5504,31.7000
El Tur,28.2394,33.6148
Bur Said,31.2600,32.2900
Tanta,30.7904,31.0000
Ismaïlia,30.5903,32.2600
Suez,30.0050,32.5499
Beni Suef,29.0804,31.0900
Aswan,24.0875,32.8989
Cairo,30.0500,31.2500
Benha,30.4667,31.1833
Dumyat,31.4204,31.8200
Zagazig,30.5833,31.5167
Alexandria,31.2000,29.9500
Shibin el Kom,30.5920,30.9000
El Arish,31.1249,33.8006
Damanhûr,31.0504,30.4700
Luxor,25.7000,32.6500
Rashid,31.4604,30.3900
Kafr el Sheikh,31.1090,30.9360
Tessenei,15.1104,36.6575
Mendefera,14.8860,38.8163
Assab,13.0100,42.7300
Agordat,15.5490,37.8867
Barentu,15.1058,37.5907
Massawa,15.6101,39.4500
Asmara,15.3333,38.9333
Keren,15.6804,38.4500
Vitoria,42.8500,-2.6700
Santander,43.3805,-3.8000
Logroño,42.4704,-2.4300
Barcelona,41.3833,2.1834
Mataró,41.5400,2.4500
Oviedo,43.3505,-5.8300
Arrecife,28.9690,-13.5378
Las Palmas,28.1000,-15.4300
Toledo,39.8670,-4.0167
Lorca,37.6886,-1.6985
Zaragoza,41.6500,-0.8900
Murcia,37.9800,-1.1300
Gijón,43.5300,-5.6700
Linares,38.0833,-3.6334
Cartagena,37.6004,-0.9800
Vigo,42.2200,-8.7300
Valladolid,41.6500,-4.7500
Santiago de Compostela,42.8829,-8.5411
Mérida,38.9120,-6.3380
Algeciras,36.1267,-5.4665
Marbella,36.5166,-4.8833
Almería,36.8303,-2.4300
Córdoba,37.8800,-4.7700
Granada‎,37.1650,-3.5850
Jaén,37.7704,-3.8000
Málaga,36.7204,-4.4200
Albacete,39.0003,-1.8700
Guadalajara,40.6337,-3.1666
Burgos,42.3504,-3.6800
León,42.5800,-5.5700
Salamanca,40.9704,-5.6700
Huelva,37.2504,-6.9299
Cádiz,36.5350,-6.2250
Ceuta,35.8890,-5.3070
Melilla,35.3000,-2.9500
Tarragona,41.1204,1.2500
Badajoz,38.8804,-6.9700
La Coruña,43.3300,-8.4200
Ourense,42.3300,-7.8700
Bilbao,43.2500,-2.9300
Santa Cruz de Tenerife,28.4700,-16.2500
Seville,37.4050,-5.9800
Pamplona,42.8200,-1.6500
Palma,39.5743,2.6542
Valencia,39.4850,-0.4000
Madrid,40.4000,-3.6834
San Sebastián,43.3204,-1.9800
Alicante,38.3512,-0.4836
Castello,39.9704,-0.0500
Adigrat,14.2804,39.4700
Aksum,14.1304,38.7200
Gondar,12.6100,37.4600
Nazret,8.5500,39.2700
Sodo,6.9000,37.7500
Asela,7.9504,39.1399
Dila,6.4104,38.3100
Nagele,5.3166,39.5833
Dembi Dolo,8.5337,34.8000
Dese,11.1300,39.6300
Bahir Dar,11.6001,37.3833
Hagere Hiywet,8.9804,37.8500
Gode,5.9500,43.4500
Giyon,8.5304,37.9700
Shashemene,7.2004,38.5900
Hosaina,7.5504,37.8500
Nekemte,9.0905,36.5300
Yirga Alem,6.7504,38.4100
Gore,8.1490,35.5370
Gimbi,9.1670,35.8333
Jima,7.6800,36.8300
Debre Markos,10.3400,37.7200
Dolo Bay,4.1833,42.0833
Arba Minch,6.0400,37.5500
Awasa,7.0600,38.4770
Asosa,10.0670,34.5333
Gambēla,8.2500,34.5833
Jijiga,9.3504,42.7900
Goba,7.0100,39.9700
Addis Ababa,9.0333,38.7000
Semera,11.5010,41.2010
Bati,11.1837,40.0166
Dire Dawa,9.5900,41.8600
Mekele,13.5000,39.4700
Debre Birhan,9.6804,39.5300
Harar,9.3200,42.1500
Pori,61.4789,21.7749
Kuopio,62.8943,27.6949
Jyväskylä,62.2603,25.7500
Rovaniemi,66.5000,25.7159
Lahti,60.9939,25.6649
Mikkeli,61.6900,27.2850
Oulu,65.0000,25.4700
Hämeenlinna,60.9970,24.4720
Seinäjoki,62.8000,22.8333
Tampere,61.5000,23.7500
Kajaani,64.2333,27.6833
Lappeenranta,61.0671,28.1833
Joensuu,62.6000,29.7666
Kouvola,60.8760,26.7090
Helsinki,60.1756,24.9341
Kemi,65.7333,24.5817
Mariehamn,60.1000,19.9500
Porvoo,60.4004,25.6660
Turku,60.4539,22.2550
Sodankylä,67.4171,26.6000
Kemijärvi,66.6667,27.4167
Kokkola,63.8333,23.1167
Vaasa,63.1000,21.6000
Savonlinna,61.8666,28.8833
Lautoka,-17.6161,177.4666
Nandi,-17.7996,177.4166
Suva,-18.1330,178.4417
Labasa,-16.4166,179.3833
Stanley,-51.7000,-57.8500
Kolonia,6.9639,158.2083
Colonia,9.5144,138.1292
Palikir,6.9166,158.1500
Weno,7.4458,151.8500
Tofol,5.3261,163.0083
Tórshavn,62.0300,-6.8200
Klaksvík,62.2375,-6.5390
Bastia,42.7032,9.4500
Lorient,47.7504,-3.3666
Brest,48.3904,-4.4950
Aix-en-Provence,43.5200,5.4500
Ajaccio,41.9271,8.7283
Marseille,43.2900,5.3750
Rennes,48.1000,-1.6700
Nantes,47.2104,-1.5900
Orléans,47.9004,1.9000
Paris,48.8667,2.3333
Clermont-Ferrand,45.7800,3.0800
Metz,49.1203,6.1800
Montpellier,43.6104,3.8700
Poitier,46.5833,0.3333
Bordeaux,44.8500,-0.5950
Limoges,45.8300,1.2500
Dijon,47.3304,5.0300
Lille,50.6500,3.0800
Lyon,45.7700,4.8300
Strasbourg,48.5800,7.7500
Toulouse,43.6200,1.4499
Rouen,49.4304,1.0800
Amiens,49.9004,2.3000
Besançon,47.2300,6.0300
Caen,49.1838,-0.3500
Vichy,46.1171,3.4167
Mulhouse,47.7504,7.3500
Biarritz,43.4733,-1.5616
Cherbourg,49.6504,-1.6500
Reims,49.2504,4.0300
Calais,50.9504,1.8333
Roanne,46.0333,4.0667
Dieppe,49.9337,1.0833
Le Havre,49.5050,0.1050
Brive,45.1504,1.5333
Béziers,43.3505,3.2100
St.-Brieuc,48.5167,-2.7833
Angers,47.4800,-0.5300
Le Mans,48.0004,0.1000
Arras,50.2833,2.7833
Troyes,48.3404,4.0834
Nancy,48.6837,6.2000
Nevers,46.9837,3.1667
Auxerre,47.8004,3.5666
Tours,47.3804,0.6999
Bourges,47.0837,2.4000
Versailles,48.8005,2.1333
Melun,48.5333,2.6666
La Rochelle,46.1667,-1.1500
Agen,44.2004,0.6333
Annecy,45.9000,6.1167
Grenoble,45.1804,5.7200
Saint-Étienne,45.4304,4.3800
Toulon,43.1342,5.9188
Nice,43.7150,7.2650
Tarbes,43.2333,0.0833
Perpignan,42.7000,2.9000
Nîmes,43.8304,4.3500
Tchibanga,-2.8570,11.0270
Gamba,-2.6500,10.0000
Libreville,0.3854,9.4580
Omboué,-1.5662,9.2500
Ndende,-2.3829,11.3833
Mayumba,-3.4166,10.6500
Moanda,-1.5655,13.2000
Mouila,-1.8662,11.0167
Okandja,-0.6829,13.7833
Franceville,-1.6333,13.5833
Oyem,1.6166,11.5833
Makokou,0.5671,12.8666
Mitzik,0.7837,11.5666
Bitam,2.0837,11.4834
Mékambo,1.0171,13.9333
Koulamoutou,-1.1329,12.4833
Bifoum,-0.3329,10.3832
Port-Gentil,-0.7200,8.7800
Lambaréné,-0.6996,10.2166
Warrington,53.3833,-2.6000
Newbury,51.4000,-1.3167
Swindon,51.5167,-1.7833
Wick,58.4333,-3.0834
Dudley,52.5000,-2.0833
Oxford,51.7704,-1.2500
Hackney,51.5500,-0.0500
Matlock,53.1333,-1.5333
Lochgilphead,56.0333,-5.4167
Northallerton,54.3333,-1.4333
Edinburgh,55.9483,-3.2191
Sunderland,54.9200,-1.3800
Swansea,51.6300,-3.9500
Wokingham,51.4167,-0.8333
City of Westminster,51.5000,-0.1167
Solihull,52.4167,-1.7833
Rochdale,53.6167,-2.1500
Nottingham,52.9703,-1.1700
Winchester,51.0167,-1.3167
Wembley,51.5500,-0.2833
Motherwell,55.7833,-4.0000
Reading,51.4700,-0.9800
Torquay,50.4500,-3.5000
Thornbury,51.6089,-2.5203
Oldham,53.5500,-2.1167
Elgin,57.6500,-3.3333
Wallsend,54.9914,-1.5597
Weston-super-Mare,51.3458,-2.9678
Hounslow,51.4667,-0.3500
Irvine,55.6000,-4.6667
Barnsley,53.5500,-1.4833
Falkirk,56.0000,-3.7667
Slough,51.5000,-0.5833
Huddersfield,53.6500,-1.7833
Kingston upon Hull,53.7504,-0.3300
Romford,51.5833,0.2000
Stafford,52.8000,-2.1000
Grays,51.4833,0.3333
Hertford,51.8000,-0.0667
Coventry,52.4204,-1.5000
Leicester,52.6300,-1.1332
Beverley,53.8333,-0.4167
Stirling,56.1167,-3.9500
Norwich,52.6304,1.3000
Darlington,54.5333,-1.5667
Hereford,52.0500,-2.7167
Grimsby,53.5333,-0.0500
Bradford,53.8000,-1.7500
Bracknell,51.4167,-0.7500
Morpeth,55.1667,-1.6833
Gateshead,54.9450,-1.6175
Wandsworth,51.4500,-0.2000
South Shields,54.9878,-1.4214
Sheffield,53.3667,-1.5000
Ystrad Mynach,51.6403,-3.2433
South Bank,54.5667,-1.1500
Haddington,55.9333,-2.7667
Aberaeron,52.2500,-4.2500
Lerwick,60.1500,-1.1500
Cambridge,52.2004,0.1166
Glenrothes,56.2000,-3.1833
Pen-y-Bont ar Ogwr,51.5058,-3.5772
Barri,51.4067,-3.2694
Carlisle,54.8800,-2.9300
Aylesbury,51.8167,-0.8000
Lincoln,53.2333,-0.5333
Bromley,51.4000,0.0500
Kirkwall,58.9670,-2.9500
Blackpool,53.8304,-3.0500
Croydon,51.3833,-0.1000
Dorchester,50.7167,-2.4333
Hendon,51.6000,-0.2167
Hammersmith,51.5000,-0.2333
Bournemouth,50.7300,-1.9000
Fort William,56.8165,-5.1121
Dumfries,55.0671,-3.5500
Dumbarton,55.9500,-4.5667
Luton,51.8804,-0.4200
Bristol,51.4500,-2.5833
Enfield,51.6667,-0.0667
Camberwell,51.4736,-0.0916
Truro,50.2617,-5.0433
Penzance,50.1337,-5.5500
Clydach Vale,51.6267,-3.4761
Telford,52.6333,-2.5000
Stockton-on-Tees,54.5833,-1.4167
Maidenhead,51.5167,-0.7000
Dalkeith,55.8667,-3.0667
Wood Green,51.6000,-0.1167
Pont-y-pŵl,51.7011,-3.0444
Perth,56.4003,-3.4700
Milton Keynes,52.0333,-0.7000
Hartlepool,54.6861,-1.2125
Harrow,51.5833,-0.3167
Oldbury,52.5000,-2.0167
Ashton-under-Lyne,53.5000,-2.1000
Wakefield,53.7000,-1.4833
Trowbridge,51.3189,-2.2086
Maidstone,51.2667,0.5167
Poole,50.7167,-2.0000
Newport,50.7000,-1.3000
Walsall,52.6000,-2.0000
Woolwich,51.4667,0.2000
Southend-on-Sea,51.5500,0.7200
Scunthorpe,53.5833,-0.6500
Caernarfon,53.1500,-4.2667
Hamilton,55.7667,-4.0333
Durham,54.7667,-1.5667
Warwick,52.2833,-1.5833
Aberdeen,57.1704,-2.0800
Newtown Saint Boswells,55.5833,-2.6833
Sutton,51.3500,-0.2000
Catford,51.4500,-0.0167
Lambeth,51.5000,-0.1167
Lewes,50.8667,-0.0167
Dundee,56.4704,-3.0000
Ipswich,52.0703,1.1700
Birmingham,52.4750,-1.9200
Stoke,53.0004,-2.1800
Stockport,53.4000,-2.1500
Chelmsford,51.7333,0.4833
Leeds,53.8300,-1.5800
Bath,51.3837,-2.3500
Ayr,55.4504,-4.6167
Kirkintilloch,55.9167,-4.1667
Wallasey,53.4333,-3.0667
Conwy,53.2833,-3.8333
Rhuthun,53.1167,-3.3000
Walthamstow,51.6000,-0.0333
Halifax,53.7167,-1.8500
Peterborough,52.5804,-0.2500
Rotherham,53.4333,-1.3500
Alloa,56.1167,-3.8000
Southampton,50.9000,-1.4000
Ebbw Vale,51.7833,-3.2000
Forfar,56.6500,-2.8833
Islington,51.5333,-0.1000
Caerfyrddin,51.8592,-4.3117
Ealing,51.4888,-0.3048
Kilmarnock,55.6333,-4.5333
Newport,51.5833,-2.9833
Kensington,51.5047,-0.1998
Hwlffordd,51.8017,-4.9708
Uxbridge,51.5500,-0.4833
Twickenham,51.4333,-0.3167
Plymouth,50.3854,-4.1600
Livingston,55.8833,-3.5333
Portsmouth,50.8003,-1.0800
Paisley,55.8333,-4.4333
Exeter,50.7004,-3.5300
Widnes,53.3500,-2.7333
Stretford,53.4500,-2.3167
Stornoway,58.2167,-6.3667
Manchester,53.5004,-2.2480
Inverness,57.4671,-4.2333
Morden,51.3982,-0.1984
London,51.5000,-0.1167
Ilford,51.5597,0.0708
Poplar,51.5000,-0.0167
Salford,53.4833,-2.2667
Derby,52.9333,-1.5000
Mold,53.1667,-3.1333
Worcester,52.2000,-2.2000
Rochester,51.3833,0.5167
Chichester,50.8333,-0.7833
East Ham,51.5333,0.0500
Oakham,52.6667,-0.7333
Gloucester,51.8333,-2.2500
Wrecsam,53.0500,-3.0000
Wolverhampton,52.5833,-2.1333
Llangefni,53.2667,-4.3333
Hove,50.8333,-0.1833
Brighton,50.8303,-0.1700
Doncaster,53.5333,-1.1167
Shrewsbury,52.7167,-2.7333
Glasgow,55.8744,-4.2507
Camden Town,51.5457,-0.1403
Cardiff,51.5000,-3.2250
Bexleyheath,51.4500,0.1500
Dover,51.1337,1.3000
Bury,53.6000,-2.3000
Greenock,55.9333,-4.7500
Middlesbrough,54.5804,-1.2300
Scarborough,54.2804,-0.4300
Merthyr Tudful,51.7500,-3.3833
Taunton,51.0211,-3.1047
York,53.9704,-1.0800
Port Talbot,51.6000,-3.7833
Dagenham,51.5500,0.1667
Liverpool,53.4160,-2.9180
Saint Helens,53.4500,-2.7333
Knowsley,53.4500,-2.8500
Kingston upon Thames,51.4167,-0.2833
Wigan,53.5333,-2.6167
Southport,53.6667,-3.0000
Preston,53.7667,-2.7167
Blackburn,53.7500,-2.4833
Bolton,53.5833,-2.4333
Hugh Town,49.9146,-6.3143
Bedford,52.1333,-0.4500
Chicksands,52.0333,-0.3667
Sandbach,53.1333,-2.3667
Chester,53.2000,-2.9200
Llandrindod Wells,52.2333,-3.3833
Northampton,52.2500,-0.8833
Giffnock,55.8000,-4.2833
Newcastle,55.0004,-1.6000
Downpatrick,54.3269,-5.7113
Coleraine,55.1349,-6.6687
Magherafelt,54.7543,-6.6094
Dungannon,54.5033,-6.7643
Cookstown,54.6428,-6.7452
Bangor,54.6617,-5.6654
Strabane,54.8224,-7.4684
Londonderry,55.0004,-7.3333
Omagh,54.6000,-7.3000
Enniskillen,54.3466,-7.6411
Ballymena,54.8612,-6.2763
Banbridge,54.3509,-6.2670
Armagh,54.3481,-6.6496
Newtownabbey,54.6691,-5.9044
Craigavon,54.4497,-6.3646
Antrim,54.7129,-6.2085
Newry,54.1780,-6.3381
Lisburn,54.5099,-6.0404
Belfast,54.5968,-5.9254
Belfast,54.6000,-5.9600
Usk,51.7025,-2.9042
Saint George's,12.0526,-61.7416
Poti,42.1557,41.6716
Tbilisi,41.7250,44.7908
Rustavi,41.5704,45.0500
Tskhinvali,42.2325,43.9750
Rustavi,42.2897,43.8543
Sukhumi,43.0200,41.0200
Zugdidi,42.5088,41.8709
Gori,41.9842,44.1158
Batumi,41.6000,41.6300
Akhaltsikhe,41.6390,42.9826
Mtskheta,41.8451,44.7188
Telavi,41.9198,45.4732
Ozurgeti,41.9244,42.0068
Kutaisi,42.2500,42.7300
Ambrolauri,42.5211,43.1622
Cayenne,4.9330,-52.3300
Kourou,5.1600,-52.6499
Roura,4.7300,-52.3300
Sinnamary,5.3800,-52.9600
Iracoubo,5.4804,-53.2200
Saint-Georges,3.9105,-51.8100
Saint-Laurent-du-Maroni,5.4976,-54.0325
Saint Peter Port,49.4561,-2.5408
Ho,6.6004,0.4700
Bolgatanga,10.7904,-0.8500
Yendi,9.4337,-0.0167
Tamale,9.4004,-0.8400
Sunyani,7.3360,-2.3360
Berekum,7.4504,-2.5900
Kumasi,6.6900,-1.6300
Wa,10.0604,-2.5000
Cape Coast,5.1104,-1.2500
Sekondi,4.9433,-1.7040
Bawku,11.0604,-0.2400
Nkawkaw,6.5505,-0.7800
Koforidua,6.0904,-0.2600
Winneba,5.3504,-0.6300
Accra,5.5500,-0.2167
Tema,5.6404,0.0100
Obuasi,6.1904,-1.6600
Gibraltar,36.1324,-5.3781
Nord,81.7166,-17.8000
Sisimiut,66.9500,-53.6666
Qaqortoq,60.7289,-46.0364
Ilulissat,69.2167,-51.1000
Savissivik,76.0195,-65.1125
Tasiilaq,65.6019,-37.6337
Qaanaaq,77.4835,-69.3322
Ittoqqortoormiit,70.4834,-21.9667
Kulusuk,65.5666,-37.1833
Timmiarmiut,62.5333,-42.2167
Qeqertasuaq,69.2442,-53.5652
Narsarsuaq,61.1666,-45.4166
Kullorsuaq,74.5781,-57.2250
Paamiut,62.0041,-49.6351
Tasiusaq,73.3690,-56.0598
Upernavik,72.7094,-56.1417
Qasigiannguit,68.8193,-51.1785
Kangersuatsiaq,72.3796,-55.5491
Nuussuaq,74.1210,-57.0674
Uummannaq,70.6750,-52.1229
Nuuk,64.1983,-51.7327
Bansang,13.4336,-14.6500
Banjul,13.4539,-16.5917
Basse Santa Su,13.3100,-14.2230
Brikama,13.2804,-16.6599
Georgetown,13.5510,-14.7670
Kerewan,13.4940,-16.0950
Mansa Konko,13.3773,-15.6786
Kanifing,13.4464,-16.6744
Conakry,9.5315,-13.6802
Faranah,10.0404,-10.7500
Kankan,10.3900,-9.3100
Labé,11.3200,-12.3000
Boké,10.9400,-14.3000
Mamou,10.3804,-12.1000
Kindia,10.0600,-12.8700
Kamsar,10.6854,-14.6050
Nzérékoré,7.7600,-8.8300
Fria,10.3804,-13.5500
Forecariah,9.4300,-13.0980
Yomou,7.5704,-9.2700
Tongue,11.4400,-11.6700
Télimélé,10.9050,-13.0430
Siguiri,11.4171,-9.1666
Pita,11.0800,-12.4010
Mali,12.0840,-12.3010
Macenta,8.5504,-9.4800
Kouroussa,10.6530,-9.8920
Koundara,12.4800,-13.2960
Kissidougou,9.1905,-10.1200
Kérouané,9.2704,-9.0200
Gueckedou,8.5540,-10.1510
Gaoual,11.7540,-13.2130
Dinguiraye,11.2990,-10.7260
Dabola,10.7480,-11.1090
Boffa,10.1850,-14.0430
Beyla,8.6870,-8.6570
Dalaba,10.6560,-12.2720
Basse-Terre,16.0000,-61.7167
Pointe-à-Pitre,16.2415,-61.5330
Basse-terre,16.2304,-61.4400
Malabo,3.7500,8.7833
Palé,-1.4014,5.6325
Evinayong,1.4500,10.5667
Mongomo,1.6337,11.3166
Bata,1.8700,9.7700
Ebebiyín,2.1511,11.3353
Calatrava,1.1164,9.4186
Luba,3.4500,8.5500
Komatini,41.1333,25.4167
Athens,37.9833,23.7333
Ermoupoli,37.4504,24.9333
Patra,38.2300,21.7300
Lamia,38.8990,22.4340
Tripoli,37.5091,22.3794
Mitilini,39.1104,26.5546
Hania,35.5122,24.0156
Sitia,35.2004,26.0986
Seres,41.0860,23.5497
Iraklio,35.3250,25.1305
Polygyros,40.3810,23.4530
Thessaloniki,40.6961,22.8850
Xanthi,41.1418,24.8836
Kerkira,39.6154,19.9147
Kavala,40.9412,24.4018
Kozáni,40.3007,21.7890
Alexandroupoli,40.8486,25.8744
Katerini,40.2723,22.5025
Ioanina,39.6679,20.8509
Volos,39.3700,22.9500
Larissa,39.6304,22.4200
Piraeus,37.9500,23.7000
Agrinio,38.6218,21.4077
Pirgos,37.6837,21.4500
Chalkida,38.4640,23.6124
Sparti,37.0737,22.4297
Kalamata,37.0389,22.1142
Hios,38.3681,26.1358
Rodos,36.4412,28.2225
Kos,36.8937,27.2888
Grytviken,-54.2806,-36.5080
San Jose,13.9397,-90.8200
Mazatenango,14.5304,-91.5100
Cuilapa,14.2790,-90.2980
Cobán,15.4700,-90.3800
Jutiapa,14.2900,-89.9000
Retalhuleu,14.5371,-91.6770
Livingston,15.8307,-88.7562
San Luis,16.2000,-89.4400
San Marcos,14.9660,-91.8000
Flores,16.9337,-89.8833
Escuintla,14.3004,-90.7800
Salamá,15.1030,-90.3140
Chiquimula,14.7970,-89.5440
Chimaltenango,14.6620,-90.8200
El Progreso,14.8500,-90.0167
Antigua Guatemala,14.5667,-90.7333
Jalapa,14.6330,-89.9890
Quetzaltenango,14.8300,-91.5200
Puerto Barrios,15.7175,-88.5927
Totonicapán,14.9140,-91.3580
Zacapa,14.9720,-89.5290
Sololá,14.7730,-91.1830
Guatemala,14.6211,-90.5270
La Libertad,16.7804,-90.1200
Huehuetenango,15.3204,-91.4700
Santa Cruz Del Quiche,15.0333,-91.1333
Fulacunda,11.7730,-15.1950
Farim,12.4930,-15.2270
Bafatá,12.1670,-14.6660
Bissau,11.8650,-15.5984
Bolama,11.5830,-15.4828
Buba,11.5889,-14.9958
Cacheu,12.2690,-16.1650
Catió,11.2167,-15.1667
Gabú,12.2800,-14.2340
Quinhámel,11.8869,-15.8556
Corriverton,5.9000,-57.1700
Georgetown,6.8020,-58.1670
Fort Wellington,6.3909,-57.6038
Bartica,6.4104,-58.6300
New Amsterdam,6.2500,-57.5300
Mabaruma,8.2000,-59.7800
Vreed-en-Hoop,6.8093,-58.1980
Mahdia,5.2667,-59.1500
Linden,5.9900,-58.2700
Lethem,3.3900,-59.8000
Anna Regina,7.2704,-58.5001
Anna Regina,7.2635,-58.4804
Ituni,5.4300,-58.2500
Hong Kong,22.3050,114.1850
Tegucigalpa,14.1020,-87.2175
Yoro,15.0600,-87.2900
Brus Laguna,15.7504,-84.4800
La Ceiba,15.7631,-86.7970
Choluteca,13.3007,-87.1908
Trujillo,15.9104,-85.9600
Comayagua,14.4604,-87.6500
Santa Rosa de Copán,14.7700,-88.7800
San Pedro Sula,15.5000,-88.0300
Yuscarán,13.9440,-86.8510
Puerto Lempira,15.2620,-83.7716
La Esperanza,14.3330,-88.1667
Roatán,16.3300,-86.5190
La Paz,14.3200,-87.6840
Gracias,14.5833,-88.5833
Nueva Ocotepeque,14.4370,-89.1820
Juticalpa,14.6704,-86.2300
Santa Bárbara,14.9190,-88.2360
Nacaome,13.5300,-87.4900
Yoro,15.1375,-87.1278
Šibenik,43.7272,15.9058
Slavonski Brod,45.1603,18.0156
Požega,45.3403,17.6853
Virovitica,45.8319,17.3839
Rijeka,45.3300,14.4500
Krapina,46.1608,15.8789
Dubrovnik,42.6609,18.0914
Sisak,45.4661,16.3783
Osijek,45.5504,18.6800
Koprivnica,46.1628,16.8275
Čakovec,46.3844,16.4339
Vukovar,45.3433,18.9997
Zadar,44.1201,15.2623
Gospić,44.5461,15.3747
Varaždin,46.3044,16.3378
Split,43.5204,16.4700
Pazin,45.2403,13.9367
Zagreb,45.8000,16.0000
Karlovac,45.4872,15.5478
Bjelovar,45.8986,16.8489
Pula,44.8687,13.8481
Port-au-Prince,18.5410,-72.3360
Port-De-Paix,19.9318,-72.8295
Cap-Haïtien,19.7592,-72.2125
Gonaïves,19.4504,-72.6832
Hinche,19.1430,-72.0040
Fort-Liberté,19.6656,-71.8448
Jacmel,18.2350,-72.5370
Miragoâne,18.4411,-73.0883
Les Cayes,18.2004,-73.7500
Jérémie,18.6339,-74.1184
Szolnok,47.1864,20.1794
Hódmezővásárhely,46.4167,20.3333
Nagykanizsa,46.5142,16.9717
Nyíregyháza,47.9653,21.7187
Budapest,47.5000,19.0833
Békéscsaba,46.6720,21.1010
Eger,46.4000,17.5833
Zalaegerszeg,46.8440,16.8400
Szeged,46.2504,20.1500
Kaposvár,46.3670,17.8000
Sopron,47.6833,16.6000
Kecskemét,46.9000,19.7000
Debrecen,47.5305,21.6300
Miskolc,48.1004,20.7800
Szombathely,47.2253,16.6287
Dunaújváros,46.9807,18.9327
Veszprém,47.0910,17.9110
Salgótarján,48.1050,19.8260
Székesfehérvár,47.1947,18.4081
Győr,47.7004,17.6300
Tatabánya,47.5500,18.4330
