name,latitude,longitude
Choyr,46.3611,108.3611
Altay,46.3722,96.2583
Buyant-Uhaa,44.8666,110.1500
Choybalsan,48.0666,114.5060
Ulaangom,49.9833,92.0666
Bulgan,48.8106,103.5317
Arvayheer,46.2500,102.7666
Tsetserleg,47.4769,101.4502
Bayankhongor,46.3000,100.9833
Darhan,49.4867,105.9228
Dzuunharaa,48.8666,106.4666
Dzuunmod,47.7110,106.9470
Ondorhaan,47.3167,110.6500
Dalandzadgad,43.5836,104.4403
Ulaan-Uul,44.3337,111.2333
Hodrogo,48.9664,96.7833
Baruun Urt,46.7000,113.2833
Suchboatar,50.2500,106.2000
Dund-Us,48.0166,91.6333
Macau,22.2030,113.5450
Fort-de-France,14.6104,-61.0800
Bogue,16.5904,-14.2700
Chegga,25.3804,-5.7800
Boutilimit,17.5504,-14.7000
Timbedra,16.2504,-8.1666
Bir Mogrein,25.2333,-11.5833
Fderik,22.6790,-12.7070
Sélibaby,15.1670,-12.1833
Aleg,17.0580,-13.9090
Akjoujt,19.7470,-14.3910
Kiffa,16.6200,-11.4000
Nema,16.6171,-7.2500
Nouadhibou,20.9000,-17.0560
Rosso,16.5240,-15.8127
Tidjikdja,18.5500,-11.4166
Atar,20.5166,-13.0500
Kaédi,16.1503,-13.5037
Zouirat,22.7304,-12.4833
Arafat,18.0583,-15.9621
Dar Naim,18.0973,-15.9327
Tevragh Zeina,18.0989,-15.9885
Nouakchott,18.0864,-15.9753
Ayoun el Atrous,16.6666,-9.6167
Plymouth,16.7000,-62.2167
Birżebbuġa,35.8258,14.5269
Marsaskala,35.8669,14.5619
Marsaxlokk,35.8419,14.5431
Kirkop,35.8422,14.4853
Pietà,35.8947,14.4950
Żejtun,35.8558,14.5331
Attard,35.8897,14.4425
Pembroke,35.9306,14.4764
Żebbuġ,35.8719,14.4411
Ta’ Xbiex,35.8992,14.4944
Sliema,35.9125,14.5019
San Lawrenz,36.0556,14.2036
Imqabba,35.8461,14.4672
Imdina,35.8869,14.4025
Qala,36.0361,14.3094
Imtarfa,35.8933,14.3989
Żurrieq,35.8311,14.4742
Gudja,35.8492,14.5031
Sannat,36.0244,14.2428
Valletta,35.8997,14.5147
Żabbar,35.8761,14.5350
Luqa,35.8589,14.4886
Qormi,35.8783,14.4719
Imġarr,35.9206,14.3664
Saint Paul’s Bay,35.9483,14.4006
Qrendi,35.8347,14.4583
Munxar,36.0300,14.2333
Ħamrun,35.8847,14.4844
Naxxar,35.9136,14.4436
Għaxaq,35.8489,14.5167
Għasri,36.0578,14.2264
Victoria,36.0444,14.2397
Iklin,35.9092,14.4522
Għargħur,35.9242,14.4519
Dingli,35.8614,14.3822
Siġġiewi,35.8556,14.4364
Xewkija,36.0328,14.2581
Lija,35.9006,14.4464
Safi,35.8331,14.4847
Senglea,35.8875,14.5169
Xagħra,36.0500,14.2644
Xgħajra,35.8856,14.5475
Żebbuġ,36.0722,14.2358
Gżira,35.9058,14.4881
Imsida,35.8925,14.4828
Kalkara,35.8892,14.5328
Kerċem,36.0419,14.2267
Mellieħa,35.9564,14.3622
Mosta,35.9092,14.4256
Nadur,36.0378,14.2942
Paola,35.8731,14.4989
Rabat,35.8822,14.3981
Marsa,35.8792,14.4953
San Ġiljan,35.9197,14.4844
San Ġwann,35.9056,14.4761
Santa Luċija,36.0431,14.2172
Santa Venera,35.8908,14.4742
Swieqi,35.9225,14.4800
Tarxien,35.8658,14.5150
Balzan,35.9003,14.4550
Vittoriosa,35.8922,14.5183
Birkirkara,35.8972,14.4611
Cospicua,35.8856,14.5275
Fgura,35.8703,14.5133
Floriana,35.8958,14.5083
Fontana,36.0375,14.2361
Għajnsielem,36.0264,14.2850
Għarb,36.0600,14.2089
Port Louis,-20.1666,57.5000
Curepipe,-20.3162,57.5166
Malé,4.1667,73.4999
Dhidhdhoo,6.8874,73.1140
Eydhafushi,5.1038,73.0699
Felidhoo,3.4718,73.5470
Funadhoo,6.1509,73.2901
Hithadhoo,-0.6000,73.0833
Kudahuvadhoo,2.6717,72.8936
Magoodhoo,3.0789,72.9647
Kulhudhuffushi,6.6223,73.0702
Mahibadhoo,3.7571,72.9689
Manadhoo,5.7669,73.4136
Muli,2.9217,73.5811
Naifaru,5.4442,73.3662
Thinadhoo,0.5303,72.9967
Un’goofaaru,5.6681,73.0302
Veymandoo,2.1878,73.0950
Villin’gili,0.7539,73.4353
Fonadhoo,1.8342,73.5031
Fuvahmulaku,-0.3000,73.4256
Rasdhoo,4.2631,72.9919
Thulusdhoo,4.3742,73.6517
Thyolo,-16.0703,35.1471
Mwanza,-15.6167,34.5167
Chiradzulu,-15.7000,35.1833
Karonga,-9.9329,33.9333
Neno,-15.3981,34.6534
Zomba,-15.3900,35.3100
Chikwawa,-16.0420,34.8019
Mulanje,-16.0333,35.5000
Blantyre,-15.7900,34.9899
Chiromo,-16.5500,35.1332
Phalombe,-15.8064,35.6507
Nsanje,-16.9167,35.2667
Nkhata Bay,-11.5996,34.3000
Rumphi,-11.0195,33.8546
Chitipa,-9.7162,33.2666
Mzuzu,-11.4600,34.0200
Mzimba,-11.9000,33.6000
Ntchisi,-13.3753,34.0036
Dowa,-13.6532,33.9385
Mchinji,-13.8000,32.9000
Nkhotakota,-12.9163,34.3000
Kasungu,-13.0364,33.4822
Ntcheu,-14.8167,34.6333
Dedza,-14.3667,34.3333
Salima,-13.7829,34.4333
Lilongwe,-13.9833,33.7833
Mangochi,-14.4596,35.2700
Balaka,-14.9889,34.9591
Machinga,-14.9667,35.5167
Nacozari de García,30.4200,-109.6500
Nueva Rosita,27.9500,-101.2200
San Felipe,31.0241,-114.8496
Zacatecas,22.7704,-102.5800
Irapuato,20.6700,-101.5000
Vicente Guerrero,30.7641,-116.0093
San Quintín,30.4837,-115.9500
Chetumal,18.5000,-88.3000
Esperanza,27.5800,-109.9300
Izamal,20.9304,-89.0201
Ticul,20.4004,-89.5300
Villahermosa,18.0000,-92.9000
Mazatlán,23.2211,-106.4200
Ciudad Victoria,23.7200,-99.1300
Mexicali,32.6500,-115.4800
Aguascalientes,21.8795,-102.2904
Chihuahua,28.6450,-106.0850
Guanajuato,21.0204,-101.2800
Chilpancingo,17.5500,-99.5000
Pachuca,20.1704,-98.7300
Guadalajara,20.6700,-103.3300
Cuernavaca,18.9211,-99.2400
Monterrey,25.6700,-100.3300
Lázaro Cárdenas,17.9587,-102.2000
Miahuatlán,16.3300,-96.6000
Mitla,16.9170,-96.4000
Valladolid,20.6704,-88.2000
Ciudad Constitución,25.0400,-111.6600
Villa Unión,23.2000,-106.2300
Eldorado,24.3305,-107.3700
Tekax,20.2000,-89.2800
Montemorelos,25.1900,-99.8400
Xalapa,19.5300,-96.9200
Teziutlán,19.8204,-97.3600
Motul,21.1000,-89.2800
Mérida,20.9666,-89.6166
Guerrero Negro,27.9904,-114.1700
Saltillo,25.4200,-101.0050
Punta Prieta,28.9337,-114.1666
Salina Cruz,16.1671,-95.2000
Durango,24.0311,-104.6700
Acatlan,18.2000,-98.0500
Tepic,21.5054,-104.8800
Tecuala,22.4004,-105.4600
Ayutla,16.9004,-99.2200
Huajuapan de León,17.8104,-97.7900
Pochutla,15.7304,-96.4700
Colima,19.2300,-103.7200
Autlan,19.7700,-104.3700
Coalcoman,18.7804,-103.1500
Apatzingán,19.0800,-102.3500
Halachó,20.4800,-90.0800
Peto,20.1300,-88.9200
Papasquiaro,24.8304,-105.3400
Puerto Escondido,15.8592,-97.0659
Hermosillo,29.0989,-110.9541
Juchitan,16.4300,-95.0200
San Luis Potosí,22.1700,-101.0000
Culiacán,24.8300,-107.3800
Uruapan,19.4204,-102.0700
Tehuantepec,16.3300,-95.2300
Salamanca,20.5704,-101.2000
Mexico City,19.4424,-99.1310
Zamora,19.9804,-102.2800
Tlaxiaco,17.2704,-97.6800
Petatlán,17.5204,-101.2700
La Cruz,23.9204,-106.9000
Allende,28.3300,-100.8500
Agua Prieta,31.3223,-109.5630
Piedras Negras,28.7076,-100.5317
Reynosa,26.0800,-98.3000
Ojinaga,29.5404,-104.4100
La Paz,24.1400,-110.3200
Tapachula,14.9000,-92.2700
Escuintla,15.3300,-92.6300
Atlixco,18.9000,-98.4500
Orizaba,18.8500,-97.1300
Taxco,18.5704,-99.6200
Iguala,18.3700,-99.5400
Cabo San Lucas,22.8928,-109.9045
Villanueva,22.3500,-102.8800
Tecpan,17.2500,-100.6800
Atoyac,17.2000,-100.4300
Jaltipan,17.9400,-94.7400
La Barca,20.2804,-102.5600
Querétaro,20.6300,-100.3800
León,21.1500,-101.7000
Pijijiapan,15.6904,-93.2200
Campeche,19.8300,-90.5000
Toluca,19.3304,-99.6700
Tlaxcala,19.3200,-98.2300
Oaxaca,17.0827,-96.6699
Puebla,19.0500,-98.2000
Tuxtla Gutiérrez,16.7500,-93.1500
Lagos de Moreno,21.3704,-101.9300
Progreso,21.2833,-89.6666
Tuxpam,20.9604,-97.4100
Balancán,17.8000,-91.5300
Tizimín,21.1304,-88.1500
Los Mochis,25.7900,-109.0000
Altata,24.6360,-107.9162
Navajoa,27.0819,-109.4546
Santa Barbara,26.8004,-105.8200
Ciudad Hidalgo,19.6800,-100.5700
Parras,25.4204,-102.1799
Hidalgo del Parral,26.9334,-105.6666
Delicias,28.2000,-105.5000
Ensenada,31.8700,-116.6200
Linares,24.8604,-99.5700
San Juan del Río,20.3800,-100.0000
Minatitlán,17.9805,-94.5300
Villa Ahumada,30.6104,-106.5100
Tehuacan,18.4504,-97.3800
Ciudad del Carmen,18.6537,-91.8245
Morelia,19.7334,-101.1895
Escuinapa,22.8504,-105.8000
Nezahualcoyotl,19.4100,-99.0300
Gómez Palacio,25.5701,-103.5000
Paraíso,18.4000,-93.2300
Frontera,18.5804,-92.6500
Tenosique,17.4804,-91.4300
Tecoman,18.9204,-103.8800
Aldama,22.9204,-98.0700
Loreto,26.0133,-111.3517
Santa Rosalía,27.3171,-112.2834
El Fuerte,26.4204,-108.6200
Guasave,25.5705,-108.4700
Manzanillo,19.0496,-104.3231
Celaya,20.5300,-100.8000
San Pedro de las Colonias,25.7592,-102.9827
Monclova,26.9000,-101.4200
Torreón,25.5701,-103.4200
Nogales,31.3050,-110.9450
Rio Verde,21.9300,-99.9800
Tamuín,21.9804,-98.7500
Tamazunchale,21.2704,-98.7800
Ciudad Valles,21.9800,-99.0200
Cardenas,22.0000,-99.6700
Guamúchil,25.4704,-108.0900
Tijuana,32.5000,-117.0800
Cozumel,20.5100,-86.9500
Isla Mujeres,21.2084,-86.7115
Cancún,21.1700,-86.8300
Felipe Carrillo Puerto,19.5804,-88.0500
Champotón,19.3504,-90.7200
Cuencame,24.8704,-103.7000
Canatlan,24.5200,-104.7800
Compostela,21.2304,-104.9000
Santiago Ixcuintla,21.8200,-105.2200
Tuxpan,21.9304,-105.2700
Matehuala,23.6604,-100.6500
Fresnillo,23.1704,-102.8600
Valparaíso,22.7704,-103.5700
Sabinas Hidalgo,26.5100,-100.1800
Ascensión,31.1000,-107.9800
Ciudad Juárez,31.6904,-106.4900
Juan Aldama,24.2904,-103.3900
Caborca,30.7161,-112.1642
Magdalena,30.6166,-111.0500
Mazatlán,29.0171,-110.1333
Puerto Vallarta,20.6771,-105.2450
Zumpango,19.8104,-99.1100
Nuevo Laredo,27.5000,-99.5500
Matamoros,25.8800,-97.5000
San Fernando,24.8504,-98.1600
Ciudad Madero,22.3189,-97.8361
Tampico,22.3000,-97.8700
Ciudad Mante,22.7334,-98.9500
Tula,23.0004,-99.7200
Ciudad Guzman,19.7104,-103.4600
Ciudad Camargo,27.6904,-105.1701
Cuauhtémoc,28.4257,-106.8696
Nuevo Casas Grandes,30.4185,-107.9119
Poza Rica de Hidalgo,20.5504,-97.4700
Ometepec,16.6801,-98.4200
Ciudad Altamirano,18.3204,-100.6500
Huatabampo,26.8304,-109.6300
Ciudad Obregon,27.4666,-109.9250
Guaymas,27.9300,-110.8900
Pánuco,22.0604,-98.1900
Cananea,30.9904,-110.3000
Acapulco,16.8500,-99.9160
San Cristobal de Las Casas,16.7500,-92.6334
Veracruz,19.1773,-96.1600
Coatzacoalcos,18.1204,-94.4200
Santiago Tuxtla,18.4704,-95.3000
Córdoba,18.9204,-96.9200
Nautla,20.2166,-96.7834
Sibu,2.3030,111.8430
Shah Alam,3.0667,101.5500
Bintulu,3.1664,113.0360
Kuching,1.5300,110.3300
Victoria,5.2767,115.2417
Taiping,4.8650,100.7200
Chukai,4.2332,103.4479
Kuala Lumpur,3.1667,101.7000
Kangar,6.4330,100.1900
Alor Setar,6.1133,100.3729
George Town,5.4136,100.3294
Butterworth,5.4171,100.4000
Sungai Petani,5.6497,100.4793
Sandakan,5.8430,118.1080
Lahad Datu,5.0464,118.3360
Kota Baharu,6.1200,102.2300
Johor Bahru,1.4800,103.7300
Keluang,2.0383,103.3179
Kuala Terengganu,5.3304,103.1200
Ipoh,4.6000,101.0650
Kuantan,3.8300,103.3200
Kota Kinabalu,5.9800,116.1100
Tawau,4.2710,117.8960
Kuala Lipis,4.1840,102.0420
Teluk Intan,4.0119,101.0314
Malacca,2.2064,102.2465
Muar,2.0337,102.5666
Miri,4.3999,113.9845
Seremban,2.7105,101.9400
Putrajaya,2.9140,101.7019
Raub,3.7927,101.8423
Batu Pahat,1.8504,102.9333
Kelang,3.0204,101.5500
Espungabera,-20.4501,32.7700
Quelimane,-17.8800,36.8900
Nicuadala,-17.6077,36.8197
Mapai,-22.8427,31.9631
Mocimboa,-11.3196,40.3500
Maxixe,-23.8660,35.3886
Mocambique,-15.0399,40.6822
Nampula,-15.1360,39.2930
Massangena,-21.5373,32.9564
Quissico,-24.7257,34.7660
Chiramba,-16.8921,34.6559
Xai-Xai,-25.0400,33.6400
Ligonha,-15.1757,37.7400
Vilanculos,-21.9995,35.3166
Dondo,-19.6196,34.7300
Macia,-25.0195,33.0900
Moatize,-16.0995,33.9500
Angoche,-16.2300,39.9100
Cuamba,-14.7896,36.5400
Inhambane,-23.8580,35.3398
Beira,-19.8200,34.8700
Lichinga,-13.3000,35.2400
Pemba,-12.9830,40.5323
Panda,-24.0629,34.7303
Manica,-18.9696,32.8800
Nacala,-14.5186,40.7150
Montepuez,-13.1196,39.0000
Maputo,-25.9553,32.5892
Mocuba,-16.8496,38.2600
Marrupa,-13.1984,37.4995
Chimoio,-19.1200,33.4700
Tete,-16.1700,33.5800
Matola,-25.9696,32.4600
Oshikango,-17.3995,15.8800
Okahandja,-21.9796,16.9100
Ongwediva,-17.7800,15.7700
Windhoek,-22.5700,17.0835
Oranjemund,-28.5495,16.4300
Otavi,-19.6400,17.3420
Rehoboth,-23.3196,17.0800
Bethanie,-26.4995,17.1500
Karasburg,-28.0196,18.7400
Omaruru,-21.4360,15.9510
Walvis Bay,-22.9575,14.5053
Karibib,-21.9390,15.8530
Lüderitz,-26.6480,15.1594
Grootfontein,-19.5666,18.1166
Usakos,-21.9995,15.5800
Outjo,-20.1095,16.1400
Katima Mulilo,-17.4996,24.2600
Outapi,-17.5000,14.9833
Eenhana,-17.4667,16.3333
Oshakati,-17.7833,15.6833
Gobabis,-22.4550,18.9630
Maltahöhe,-24.8400,16.9400
Opuwo,-18.0596,13.8200
Swakopmund,-22.6689,14.5350
Keetmanshoop,-26.5739,18.1300
Otjiwarongo,-20.4595,16.6400
Mariental,-24.6196,17.9599
Rundu,-17.9200,19.7499
Nkurenkuru,-17.6167,18.6000
Tsumeb,-19.2400,17.7100
Omuthiya,-18.3611,16.5814
Koné,-21.0667,164.8667
Wé,-20.9000,167.2667
Nouméa,-22.2625,166.4443
Niamey,13.5167,2.1167
Maradi,13.4916,7.0964
Zinder,13.8000,8.9833
Ayorou,14.7318,0.9195
Gaya,11.8882,3.4467
Arlit,18.8200,7.3300
Birni Nkonni,13.7904,5.2599
Madaoua,14.0762,5.9586
Tahoua,14.9000,5.2599
Nguigmi,14.2532,13.1108
Dosso,13.0500,3.2000
Gouré,13.9874,10.2700
Diffa,13.3171,12.6089
Tillabéri,14.2120,1.4531
Djado,21.0150,12.3075
Agadez,16.9959,7.9828
Kingston,-29.0569,167.9617
Abuja,9.0833,7.5333
Uyo,5.0080,7.8500
Akure,7.2504,5.2000
Koko,11.4232,4.5170
Port Harcourt,4.8100,7.0100
Gombe,10.2904,11.1700
Nsukka,6.8670,7.3834
Potiskum,11.7104,11.0800
Damaturu,11.7490,11.9660
Wukari,7.8704,9.7800
Maiduguri,11.8500,13.1600
Kontagora,10.4004,5.4699
Jos,9.9300,8.8900
Abakaliki,6.3249,8.1137
Ife,7.4804,4.5600
Abeokuta,7.1604,3.3500
Ikeja,6.5965,3.3421
Lagos,6.4433,3.3915
Ijebu Ode,6.8204,3.9200
Iwo,7.6300,4.1800
Oshogbo,7.7704,4.5600
Ilorin,8.4900,4.5500
Gusau,12.1704,6.6600
Yenagoa,4.9267,6.2676
Minna,9.6200,6.5500
Ado Ekiti,7.6304,5.2200
Ibadan,7.3800,3.9300
Iseyin,7.9700,3.5900
Funtua,11.5204,7.3200
Katsina,12.9904,7.6000
Oyo,7.8504,3.9300
Ogbomosho,8.1300,4.2400
Benin City,6.3405,5.6200
Keffi,8.8490,7.8736
Lafia,8.4904,8.5200
Ondo,7.0904,4.8400
Lokoja,7.8004,6.7399
Sokoto,13.0600,5.2400
Kaduna,10.5200,7.4400
Kano,12.0000,8.5200
Zaria,11.0800,7.7100
Ikare,7.5304,5.7600
Owo,7.2004,5.5900
Dutse,11.7992,9.3503
Idah,7.1104,6.7399
Mubi,10.2703,13.2700
Orlu,5.7837,7.0333
Bama,11.5204,13.6900
Bauchi,10.3104,9.8400
Makurdi,7.7300,8.5300
Oturkpo,7.1904,8.1300
Onitsha,6.1404,6.7800
Awka,6.2104,7.0700
Enugu,6.4500,7.5000
Biu,10.6204,12.1900
Owerri,5.4930,7.0260
Calabar,4.9604,8.3300
Sapele,5.8904,5.6800
Opobo,4.5704,7.5600
Aba,5.1004,7.3500
Umuahia,5.5320,7.4860
Warri,5.5200,5.7600
Asaba,6.1985,6.7274
Bida,9.0804,6.0100
Kumo,10.0457,11.2131
Azare,11.6804,10.1900
Gashua,12.8705,11.0400
Yola,9.2100,12.4800
Nguru,12.8804,10.4500
Jalingo,8.9004,11.3600
Numan,9.4604,12.0400
Birnin Kebbi,12.4504,4.1999
Managua,12.1530,-86.2685
San Juan de Nicaragua,10.9204,-83.7000
San Juan del Sur,11.2500,-85.8600
San Carlos,11.2000,-84.8333
Juigalpa,12.1100,-85.3800
Boaco,12.4700,-85.6600
Granada‎,11.9337,-85.9500
Puerto Cabezas,14.0333,-83.3834
Jinotepe,11.8460,-86.1950
Jinotega,13.0910,-86.0000
León,12.4356,-86.8794
Estelí,13.0900,-86.3600
Somoto,13.4760,-86.5830
Chinandega,12.6304,-87.1300
Ocotal,13.6300,-86.4730
Masaya,11.9690,-86.0950
Bluefields,12.0000,-83.7649
Rivas,11.4404,-85.8200
Matagalpa,12.9171,-85.9167
Maastricht,50.8530,5.6770
Amsterdam,52.3500,4.9166
The Hague,52.0800,4.2700
Haarlem,52.3804,4.6300
Groningen,53.2204,6.5800
Middelburg,51.5020,3.6100
Lelystad,52.5176,5.4740
Arnhem,51.9880,5.9230
Assen,53.0000,6.5500
's-Hertogenbosch,51.6833,5.3167
Zwolle,52.5240,6.0970
Utrecht,52.1003,5.1200
Leeuwarden,53.2504,5.7834
Rotterdam,51.9200,4.4800
Eindhoven,51.4300,5.5000
Tromsø,69.6351,18.9920
Molde,62.7483,7.1833
Vossavangen,60.6300,6.4410
Oslo,59.9167,10.7500
Lillehammer,61.1333,10.5000
Bærum,59.9135,11.3472
Stavanger,58.9700,5.6800
Hermansverk,61.1833,6.8500
Leikanger,61.1833,6.8500
Kristiansand,58.1666,8.0000
Bergen,60.3910,5.3245
Skien,59.2000,9.6000
Arendal,58.4648,8.7660
Hamar,60.8200,11.0690
Tønsberg,59.2640,10.4210
Drammen,59.7572,10.1907
Bodø,67.2468,14.3990
Haugesund,59.4119,5.2775
Svolvær,68.2333,14.5667
Narvik,68.3832,17.2900
Ålesund,62.5454,6.3880
Hammerfest,70.6613,23.6880
Harstad,68.7879,16.5156
Finnsnes,69.2406,18.0086
Alta,69.9666,23.2417
Kirkenes,69.7250,30.0516
Sandnes,58.8454,5.6900
Gjøvik,60.8000,10.7000
Mo i Rana,66.3166,14.1667
Sarpsborg,59.2833,11.1167
Moss,59.4370,10.6692
Vadsø,70.0966,29.7657
Rørvik,64.8680,11.2053
Namsos,64.4833,11.5000
Trondheim,63.4167,10.4167
Steinkjer,64.0171,11.5000
Jumla,29.2500,82.2167
Salyan,28.3500,82.1833
Kathmandu,27.7167,85.3166
Bhairawa,27.5333,83.3833
Pokhara,28.2640,83.9720
Nepalganj,28.0503,81.6167
Hetauda,27.4167,85.0334
Dandeldhura,29.3000,80.6000
Baglung,28.2667,83.5833
Ramechhap,27.3260,86.0870
Lalitpur,27.6666,85.3333
Biratnagar,26.4837,87.2833
Rajbiraj,26.5333,86.7333
Bhimphedi,27.5510,85.1300
Ilam,26.9080,87.9260
Dhangarhi,28.6950,80.5930
Birganj,27.0004,84.8666
Alofi,-19.0167,-169.9167
Masterton,-40.9439,175.6456
Gore,-46.0947,168.9604
Te Anau,-45.4074,167.7585
Invercargill,-46.4094,168.3650
Ashburton,-43.8983,171.7486
Timaru,-44.3972,171.2425
Kaikoura,-42.4012,173.6897
Christchurch,-43.5350,172.6300
Queenstown,-45.0227,168.7251
Porirua,-41.1219,174.8524
Wanaka,-44.6980,169.1449
Nelson,-41.2926,173.2474
Picton,-41.2805,174.0166
Hamilton,-37.7783,175.2896
Dunedin,-45.8854,170.4910
Thames,-37.1384,175.5853
Lower Hutt,-41.2037,174.9123
Palmerston North,-40.3527,175.6072
Wanganui,-39.9326,175.0393
Westport,-41.7638,171.6028
Hokitika,-42.7072,171.0100
Greymouth,-42.4716,171.2231
Paraparaumu,-40.9034,174.9989
Wellington,-41.3000,174.7833
Upper Hutt,-41.1355,175.0290
Levin,-40.6124,175.2772
Rotorua,-38.1317,176.2483
Tauranga,-37.6964,176.1536
Waitangi,-44.0263,-176.3696
Taupo,-38.6930,176.0771
Whakatane,-37.9574,176.9828
Kerikeri,-35.2285,173.9507
Whangarei,-35.7256,174.3230
Pukekohe,-37.2015,174.9033
Auckland,-36.8481,174.7630
Waitakere,-36.8524,174.5543
Cambridge,-37.8894,175.4703
Kaitaia,-35.1099,173.2727
Gisborne,-38.6633,178.0181
Turangi,-38.9889,175.8142
Tokoroa,-38.2245,175.8705
Manukau,-37.0000,174.8850
Napier,-39.4900,176.9265
North Shore,-36.7913,174.7758
Oban,-46.8876,168.1666
New Plymouth,-39.0556,174.0748
Hawera,-39.5795,174.2780
Kaiapoi,-43.3813,172.6510
Mirbat,16.9924,54.6918
Nizwa,22.9264,57.5314
Ar Rustāq,23.3908,57.4244
Haymā’,19.9333,56.3167
Şūr,22.5667,59.5289
Khaşab,26.1799,56.2477
Salalah,17.0255,54.0852
Muscat,23.6133,58.5933
Şuḩār,24.3643,56.7468
Ibrā’,22.6906,58.5334
Suhar,24.3620,56.7344
Alayat Samail,23.3032,57.9782
Ibri,23.2254,56.5170
Al Buraymī,24.2611,55.7903
As Sib,23.6802,58.1825
Dawwah,20.6330,58.9080
Balboa,8.9500,-79.5667
Panama City,8.9680,-79.5330
La Chorrera,8.8803,-79.7833
Colón,9.3650,-79.8750
Jaqué,7.5190,-78.1660
La Palma,8.3982,-78.1402
Penonome,8.5100,-80.3600
Unión Chocó,8.0989,-77.6085
David,8.4333,-82.4333
Puerto Armuelles,8.2800,-82.8700
Santiago,8.1004,-80.9833
Las Tablas,7.7604,-80.2800
Chitré,7.9700,-80.4200
Buabidi,8.4746,-81.6983
Bocas del Toro,9.3354,-82.2475
Almirante,9.3000,-82.4000
El Porvenir,9.5417,-78.9720
Trujillo,-8.1200,-79.0200
Lima,-12.0480,-77.0501
Abancay,-13.6396,-72.8900
Nuevo Rocafuerte,-0.9329,-75.4000
Arequipa,-16.4200,-71.5300
Huaura,-11.0600,-77.6000
Tournavista,-8.9322,-74.7052
Jaén,-5.7096,-78.8100
Huamachuco,-7.8100,-78.0499
Chiclayo,-6.7629,-79.8366
Motupe,-6.1500,-79.7100
Lamas,-6.4300,-76.5200
Juanjuí,-7.1696,-76.7400
Olmos,-5.9796,-79.7500
Moyobamba,-6.0496,-76.9667
Tarapoto,-6.5100,-76.4800
Chulucanas,-5.0896,-80.1700
Huaraz,-9.5300,-77.5300
Chota,-6.5496,-78.6500
Callao,-12.0700,-77.1350
Tarma,-11.4100,-75.7300
Ilave,-16.0796,-69.6700
Puno,-15.8329,-70.0333
Urubamba,-13.3042,-72.1166
La Oroya,-11.5200,-75.9400
San Ramon,-11.1296,-75.3400
Cerro de Pasco,-10.6900,-76.2700
Jauja,-11.7996,-75.5000
Cajamarca,-7.1500,-78.5300
Satipo,-11.2600,-74.6900
Ilo,-17.6400,-71.3400
Gueppi,-0.1166,-75.2300
Otuzco,-7.9000,-78.5700
Moquegua,-17.1900,-70.9400
Andoas,-2.9021,-76.4025
Salaverry,-8.2200,-78.9900
Pativilca,-10.6996,-77.8000
Soldado Bartra,-2.5161,-75.7666
Puca Urco,-2.3328,-71.9167
Tumbes,-3.5700,-80.4600
Ica,-14.0680,-75.7255
Sullana,-4.8896,-80.6800
Cusco,-13.5250,-71.9722
Santo Tomas,-14.4600,-72.0800
Puquio,-14.7000,-74.1300
Juliaca,-15.5000,-70.1400
Huancayo,-12.0800,-75.2000
Piura,-5.2100,-80.6300
Paita,-5.0900,-81.1200
Tingo María,-9.2896,-75.9900
Huánuco,-9.9200,-76.2400
Sicuani,-14.2896,-71.2300
Desaguadero,-16.5646,-69.0450
Cajabamba,-7.6196,-78.0400
Putina,-15.4700,-69.4300
Pacasmayo,-7.4006,-79.5706
Caballococha,-3.9163,-70.5083
Tocache,-8.1796,-76.5200
Pucallpa,-8.3689,-74.5350
Junín,-11.1496,-76.0100
Camaná,-16.6196,-72.7200
Chincha Alta,-13.4196,-76.1400
Nauta,-4.5700,-73.7800
Iquitos,-3.7500,-73.2500
Puerto Maldonado,-12.6000,-69.1833
Requena,-5.0696,-73.9100
Casma,-9.4400,-78.2100
Ayaviri,-14.8796,-70.6000
Chosica,-11.9300,-76.7100
Ayacucho,-13.1750,-74.2200
Huancavelica,-12.7900,-74.9900
Huanta,-12.9496,-74.2500
Chilca,-12.5196,-76.7400
Chancay,-11.5596,-77.2700
Chimbote,-9.0700,-78.5700
Nasca,-14.8300,-74.9400
Mollendo,-17.0200,-72.0200
Huarmey,-10.0696,-78.1600
Santiago,-14.1896,-75.7400
Coracora,-15.0196,-73.7900
Pimentel,-6.8296,-79.9300
Ferreñafe,-6.6300,-79.8000
Talara,-4.5800,-81.2800
Sechura,-5.5596,-80.8200
Pisco,-13.7100,-76.2200
Contamana,-7.3400,-75.0200
Chachapoyas,-6.2296,-77.8700
Huacho,-11.1100,-77.6199
Tacna,-18.0000,-70.2500
Papeete,-17.5334,-149.5667
Port Moresby,-9.4647,147.1925
Kieta,-6.2163,155.6333
Sohano,-5.4297,154.6711
Wewak,-3.5535,143.6367
Kavieng,-2.5813,150.8130
Lorengau,-2.0320,147.2800
Hoskins,-5.4746,150.4100
Abau,-10.0426,148.5650
Kimbe,-5.5500,150.1430
Alotau,-10.3021,150.4591
Daru,-9.1092,143.2337
Mt. Hagen,-5.8632,144.2168
Lae,-6.7330,146.9900
Goroka,-6.0833,145.3855
Madang,-5.2248,145.7853
Arawa,-6.2280,155.5660
Kerema,-7.9270,145.8380
Vanimo,-2.6900,141.3040
Rabaul,-4.2055,152.1434
Popondetta,-8.7692,148.2484
Wabag,-5.4900,143.7180
Mendi,-6.1444,143.6452
Kundiawa,-6.0230,144.9600
